CUSTOMER,INVENTLOCATIONID,ROUTECONFIGNAME
10182,2119,2119_70_1700
10182,2119,2119_70_1800
10182,2119,2119_70_1900
10182,2119,2119_70_2000
101838,2401,2401_10_0645
101838,2401,2401_10_0930
101838,2401,2401_10_1310
101838,2401,2401_10_1400
101838,2401,2401_10_1500
101838,2401,2401_10_1700
101838,2401,2401_10_1800
101838,2401,2401_10_1900
101838,2401,2401_10_2000
101838,2401,2401_12_0830
101838,2401,2401_12_1315
101838,2401,2401_12_1400
101838,2401,2401_12_1500
101838,2401,2401_12_1700
101838,2401,2401_12_1800
101838,2401,2401_12_1900
101838,2401,2401_12_2000
10186,2119,2119_70_0845
10186,2119,2119_70_1400
10186,2119,2119_70_1700
10186,2119,2119_70_1800
10186,2119,2119_70_1900
10186,2119,2119_70_2000
1019,2201,2201_41_0820
1019,2201,2201_42_1015
1019,2201,2201_43_1350
1019,2201,2201_44_1535
1019,2201,2201_44_1700
1019,2201,2201_44_1800
1019,2201,2201_44_1900
1019,2201,2201_44_2000
10190,2212,2212_41_0820
10190,2212,2212_42_1020
10190,2212,2212_43_1325
10190,2212,2212_44_1520
10190,2212,2212_44_1700
10190,2212,2212_44_1800
10190,2212,2212_44_1900
10190,2212,2212_44_2000
10190,2212,2212_61_0600
101930,2510,2510_30_0800
101930,2510,2510_30_1000
101930,2510,2510_30_1330
101930,2510,2510_30_1530
101930,2510,2510_30_1700
101930,2510,2510_30_1800
101930,2510,2510_30_1900
101930,2510,2510_30_2000
101935,2128,2128_12_0800
101935,2128,2128_12_1000
101935,2128,2128_12_1330
101935,2128,2128_12_1415
101935,2128,2128_12_1530
101935,2128,2128_12_1700
101935,2128,2128_12_1800
101935,2128,2128_12_1900
101935,2128,2128_12_2000
101940,2413,2413_78_1400
101942,2420,2420_25_0630
101942,2420,2420_25_0900
101942,2420,2420_25_1145
101942,2420,2420_25_1400
101942,2420,2420_25_1700
101942,2420,2420_25_1800
101942,2420,2420_25_1900
101942,2420,2420_25_2000
101958,2422,2422_50_0935
101958,2422,2422_50_1405
101958,2422,2422_50_1700
101958,2422,2422_50_1800
101958,2422,2422_50_1900
101958,2422,2422_50_2000
10199,2201,2201_91_0830
10199,2201,2201_92_1030
10199,2201,2201_93_1355
10199,2201,2201_94_1550
10199,2201,2201_94_1700
10199,2201,2201_94_1800
10199,2201,2201_94_1900
10199,2201,2201_94_2000
102025,2215,2215_30_1540
102025,2215,2215_30_1700
102025,2215,2215_30_1800
102025,2215,2215_30_1900
102025,2215,2215_30_2000
102025,2215,2215_51_0830
102025,2215,2215_52_1030
102025,2215,2215_53_1350
102027,2401,2401_25_0845
102027,2401,2401_25_1315
102027,2401,2401_25_1400
102027,2401,2401_25_1455
102027,2401,2401_25_1700
102027,2401,2401_25_1800
102027,2401,2401_25_1900
102027,2401,2401_25_2000
10204,2511,2511_20_0805
10204,2511,2511_20_1005
10204,2511,2511_20_1315
10204,2511,2511_20_1515
10204,2511,2511_20_1700
10204,2511,2511_20_1800
10204,2511,2511_20_1900
10204,2511,2511_20_2000
102045,2520,2520_10_0745
102045,2520,2520_10_0915
102045,2520,2520_10_1030
102045,2520,2520_10_1315
102045,2520,2520_10_1515
102045,2520,2520_10_1600
102045,2520,2520_10_1700
102045,2520,2520_10_1800
102045,2520,2520_10_1900
102045,2520,2520_10_2000
10206,2511,2511_20_0805
10206,2511,2511_20_1005
10206,2511,2511_20_1315
10206,2511,2511_20_1515
10206,2511,2511_20_1700
10206,2511,2511_20_1800
10206,2511,2511_20_1900
10206,2511,2511_20_2000
10207,2511,2511_20_0805
10207,2511,2511_20_1005
10207,2511,2511_20_1315
10207,2511,2511_20_1515
10207,2511,2511_20_1700
10207,2511,2511_20_1800
10207,2511,2511_20_1900
10207,2511,2511_20_2000
10209,2125,2125_12_0800
10209,2125,2125_12_1000
10209,2125,2125_12_1345
10209,2125,2125_12_1400
10209,2125,2125_12_1545
10209,2125,2125_12_1700
10209,2125,2125_12_1800
10209,2125,2125_12_1900
10209,2125,2125_12_2000
10212,2510,2510_40_0800
10212,2510,2510_40_1000
10212,2510,2510_40_1330
10212,2510,2510_40_1530
10215,2510,2510_20_0800
10215,2510,2510_20_1000
10215,2510,2510_20_1330
10215,2510,2510_20_1530
10215,2510,2510_20_1700
10215,2510,2510_20_1800
10215,2510,2510_20_1900
10215,2510,2510_20_2000
1022,2201,2201_41_0820
1022,2201,2201_42_1015
1022,2201,2201_43_1350
1022,2201,2201_44_1535
1022,2201,2201_44_1700
1022,2201,2201_44_1800
1022,2201,2201_44_1900
1022,2201,2201_44_2000
102211,2117,2117_10_0820
102211,2117,2117_10_1015
102211,2117,2117_10_1400
102211,2117,2117_10_1415
102211,2117,2117_10_1605
102211,2117,2117_10_1700
102211,2117,2117_10_1800
102211,2117,2117_10_1900
102211,2117,2117_10_2000
102226,2120,2120_84_0805
102226,2120,2120_84_1015
102226,2120,2120_84_1335
102226,2120,2120_84_1405
102226,2120,2120_84_1535
102226,2120,2120_84_1700
102226,2120,2120_84_1800
102226,2120,2120_84_1900
102226,2120,2120_84_2000
102234,2113,2113_70_0820
102234,2113,2113_70_1405
102234,2113,2113_70_1700
102234,2113,2113_70_1800
102234,2113,2113_70_1900
102234,2113,2113_70_2000
102234,2119,2119_80_0845
102234,2119,2119_80_1400
102234,2119,2119_80_1700
102234,2119,2119_80_1800
102234,2119,2119_80_1900
102234,2119,2119_80_2000
10229,2422,2422_50_0715
10229,2422,2422_50_0935
10229,2422,2422_50_1405
10229,2422,2422_50_1700
10229,2422,2422_50_1800
10229,2422,2422_50_1900
10229,2422,2422_50_2000
102314,2201,2201_43_1350
102314,2201,2201_61_0600
102314,2201,2201_62_0820
102314,2201,2201_63_1010
102314,2201,2201_64_1210
102314,2201,2201_65_1510
102314,2201,2201_65_1700
102314,2201,2201_65_1800
102314,2201,2201_65_1900
102314,2201,2201_65_2000
102318,2422,2422_20_0935
102318,2422,2422_20_1405
102318,2422,2422_20_1700
102318,2422,2422_20_1800
102318,2422,2422_20_1900
102318,2422,2422_20_2000
102336,2126,2126_11_0810
102336,2126,2126_11_1010
102336,2126,2126_11_1315
102336,2126,2126_11_1510
102336,2126,2126_11_1700
102336,2126,2126_11_1800
102336,2126,2126_11_1900
102336,2126,2126_11_2000
102339,2422,2422_30_0935
102339,2422,2422_30_1405
102339,2422,2422_30_1700
102339,2422,2422_30_1800
102339,2422,2422_30_1900
102339,2422,2422_30_2000
102340,2301,2301_13_1000
102340,2301,2301_13_1400
102340,2301,2301_13_1415
102340,2301,2301_13_1515
102341,2401,2401_25_0845
102341,2401,2401_25_1315
102341,2401,2401_25_1400
102341,2401,2401_25_1455
102341,2401,2401_25_1700
102341,2401,2401_25_1800
102341,2401,2401_25_1900
102341,2401,2401_25_2000
102342,2117,2117_30_0805
102342,2117,2117_30_1000
102342,2117,2117_30_1335
102342,2117,2117_30_1415
102342,2117,2117_30_1525
102342,2117,2117_30_1700
102342,2117,2117_30_1800
102342,2117,2117_30_1900
102342,2117,2117_30_2000
102343,2120,2120_81_0805
102343,2120,2120_81_1015
102343,2120,2120_81_1335
102343,2120,2120_81_1405
102343,2120,2120_81_1535
102343,2120,2120_81_1700
102343,2120,2120_81_1800
102343,2120,2120_81_1900
102343,2120,2120_81_2000
102346,2125,2125_14_0800
102346,2125,2125_14_1000
102346,2125,2125_14_1345
102346,2125,2125_14_1400
102346,2125,2125_14_1545
102346,2125,2125_14_1700
102346,2125,2125_14_1800
102346,2125,2125_14_1900
102346,2125,2125_14_2000
102347,2514,2514_30_0800
102347,2514,2514_30_0945
102347,2514,2514_30_1105
102347,2514,2514_30_1345
102347,2514,2514_30_1520
102347,2514,2514_30_1700
102347,2514,2514_30_1800
102347,2514,2514_30_1900
102347,2514,2514_30_2000
102349,2421,2421_33_0900
102349,2421,2421_33_1145
102349,2421,2421_33_1400
102351,2510,2510_30_0800
102351,2510,2510_30_1000
102351,2510,2510_30_1330
102351,2510,2510_30_1530
102351,2510,2510_30_1700
102351,2510,2510_30_1800
102351,2510,2510_30_1900
102351,2510,2510_30_2000
102352,2522,2522_40_0800
102352,2522,2522_40_1000
102352,2522,2522_40_1330
102352,2522,2522_40_1530
102352,2522,2522_40_1700
102352,2522,2522_40_1800
102352,2522,2522_40_1900
102352,2522,2522_40_2000
102353,2511,2511_50_0805
102353,2511,2511_50_1005
102353,2511,2511_50_1315
102353,2511,2511_50_1515
102353,2511,2511_50_1700
102353,2511,2511_50_1800
102353,2511,2511_50_1900
102353,2511,2511_50_2000
10237,2522,2522_30_0800
10237,2522,2522_30_1000
10237,2522,2522_30_1330
10237,2522,2522_30_1530
10237,2522,2522_30_1700
10237,2522,2522_30_1800
10237,2522,2522_30_1900
10237,2522,2522_30_2000
10239,2125,2125_15_0800
10239,2125,2125_15_1000
10239,2125,2125_15_1345
10239,2125,2125_15_1400
10239,2125,2125_15_1545
10239,2125,2125_15_1700
10239,2125,2125_15_1800
10239,2125,2125_15_1900
10239,2125,2125_15_2000
10242,2522,2522_30_0800
10242,2522,2522_30_1000
10242,2522,2522_30_1330
10242,2522,2522_30_1530
10242,2522,2522_30_1700
10242,2522,2522_30_1800
10242,2522,2522_30_1900
10242,2522,2522_30_2000
10243,2522,2522_30_0800
10243,2522,2522_30_1000
10243,2522,2522_30_1330
10243,2522,2522_30_1530
10243,2522,2522_30_1700
10243,2522,2522_30_1800
10243,2522,2522_30_1900
10243,2522,2522_30_2000
10244,2522,2522_30_0800
10244,2522,2522_30_1000
10244,2522,2522_30_1330
10244,2522,2522_30_1530
10244,2522,2522_30_1700
10244,2522,2522_30_1800
10244,2522,2522_30_1900
10244,2522,2522_30_2000
10247,2201,2201_11_0825
10247,2201,2201_12_1010
10247,2201,2201_13_1250
10247,2201,2201_14_1440
10247,2201,2201_15_1600
10247,2201,2201_15_1700
10247,2201,2201_15_1800
10247,2201,2201_15_1900
10247,2201,2201_15_2000
10247,2522,2522_30_0800
10247,2522,2522_30_1000
10247,2522,2522_30_1330
10247,2522,2522_30_1530
10247,2522,2522_30_1700
10247,2522,2522_30_1800
10247,2522,2522_30_1900
10247,2522,2522_30_2000
10248,2522,2522_30_0800
10248,2522,2522_30_1000
10248,2522,2522_30_1330
10248,2522,2522_30_1530
10248,2522,2522_30_1700
10248,2522,2522_30_1800
10248,2522,2522_30_1900
10248,2522,2522_30_2000
102494,2418,2418_10_0630
102494,2418,2418_10_0945
102494,2418,2418_10_1345
102494,2418,2418_10_1700
102494,2418,2418_10_1800
102494,2418,2418_10_1900
102494,2418,2418_10_2000
102496,2201,2201_43_1350
102496,2201,2201_61_0600
102496,2201,2201_62_0820
102496,2201,2201_63_1010
102496,2201,2201_64_1210
102496,2201,2201_65_1510
102496,2201,2201_65_1700
102496,2201,2201_65_1800
102496,2201,2201_65_1900
102496,2201,2201_65_2000
1025,2201,2201_41_0820
1025,2201,2201_42_1015
1025,2201,2201_43_1350
1025,2201,2201_44_1535
1025,2201,2201_44_1700
1025,2201,2201_44_1800
1025,2201,2201_44_1900
1025,2201,2201_44_2000
102518,2420,2420_26_0900
102518,2420,2420_26_1400
102518,2420,2420_26_1700
102518,2420,2420_26_1800
102518,2420,2420_26_1900
102518,2420,2420_26_2000
102524,2122,2122_30_0820
102524,2122,2122_30_1010
102524,2122,2122_30_1400
102524,2122,2122_30_1545
102524,2122,2122_30_1700
102524,2122,2122_30_1800
102524,2122,2122_30_1900
102524,2122,2122_30_2000
10253,2522,2522_30_0800
10253,2522,2522_30_1000
10253,2522,2522_30_1330
10253,2522,2522_30_1530
10253,2522,2522_30_1700
10253,2522,2522_30_1800
10253,2522,2522_30_1900
10253,2522,2522_30_2000
102535,2422,2422_50_0935
102535,2422,2422_50_1405
102535,2422,2422_50_1700
102535,2422,2422_50_1800
102535,2422,2422_50_1900
102535,2422,2422_50_2000
10256,2201,2201_43_1350
10256,2201,2201_61_0600
10256,2201,2201_62_0820
10256,2201,2201_63_1010
10256,2201,2201_64_1210
10256,2201,2201_65_1510
10256,2201,2201_65_1700
10256,2201,2201_65_1800
10256,2201,2201_65_1900
10256,2201,2201_65_2000
10259,2201,2201_43_1350
10259,2201,2201_61_0600
10259,2201,2201_62_0820
10259,2201,2201_63_1010
10259,2201,2201_64_1210
10259,2201,2201_65_1510
10259,2201,2201_65_1700
10259,2201,2201_65_1800
10259,2201,2201_65_1900
10259,2201,2201_65_2000
1026,2201,2201_02_0600
1026,2201,2201_41_0820
1026,2201,2201_42_1015
1026,2201,2201_43_1350
1026,2201,2201_44_1535
1026,2201,2201_44_1700
1026,2201,2201_44_1800
1026,2201,2201_44_1900
1026,2201,2201_44_2000
10264,2201,2201_43_1350
10264,2201,2201_61_0600
10264,2201,2201_62_0820
10264,2201,2201_63_1010
10264,2201,2201_64_1210
10264,2201,2201_65_1510
10264,2201,2201_65_1700
10264,2201,2201_65_1800
10264,2201,2201_65_1900
10264,2201,2201_65_2000
10267,2201,2201_43_1350
10267,2201,2201_61_0600
10267,2201,2201_62_0820
10267,2201,2201_63_1010
10267,2201,2201_64_1210
10267,2201,2201_65_1510
10267,2201,2201_65_1700
10267,2201,2201_65_1800
10267,2201,2201_65_1900
10267,2201,2201_65_2000
102673,2211,2211_40_0600
102673,2211,2211_40_1145
102673,2211,2211_43_0900
102688,2120,2120_85_0805
102688,2120,2120_85_1015
102688,2120,2120_85_1335
102688,2120,2120_85_1405
102688,2120,2120_85_1535
102688,2120,2120_85_1700
102688,2120,2120_85_1800
102688,2120,2120_85_1900
102688,2120,2120_85_2000
10278,2501,2501_10_0800
10278,2501,2501_10_0920
10278,2501,2501_10_1050
10278,2501,2501_10_1330
10278,2501,2501_10_1450
10278,2501,2501_10_1600
10278,2501,2501_10_1700
10278,2501,2501_10_1800
10278,2501,2501_10_1900
10278,2501,2501_10_2000
10279,2501,2501_10_0800
10279,2501,2501_10_0920
10279,2501,2501_10_1050
10279,2501,2501_10_1330
10279,2501,2501_10_1450
10279,2501,2501_10_1600
10279,2501,2501_10_1700
10279,2501,2501_10_1800
10279,2501,2501_10_1900
10279,2501,2501_10_2000
1028,2201,2201_41_0820
1028,2201,2201_42_1015
1028,2201,2201_43_1350
1028,2201,2201_44_1535
1028,2201,2201_44_1700
1028,2201,2201_44_1800
1028,2201,2201_44_1900
1028,2201,2201_44_2000
10280,2501,2501_10_0800
10280,2501,2501_10_0920
10280,2501,2501_10_1050
10280,2501,2501_10_1330
10280,2501,2501_10_1450
10280,2501,2501_10_1600
10280,2501,2501_10_1700
10280,2501,2501_10_1800
10280,2501,2501_10_1900
10280,2501,2501_10_2000
10281,2501,2501_10_0800
10281,2501,2501_10_0920
10281,2501,2501_10_1050
10281,2501,2501_10_1330
10281,2501,2501_10_1450
10281,2501,2501_10_1600
10281,2501,2501_10_1700
10281,2501,2501_10_1800
10281,2501,2501_10_1900
10281,2501,2501_10_2000
102843,2120,2120_83_0805
102843,2120,2120_83_1015
102843,2120,2120_83_1335
102843,2120,2120_83_1405
102843,2120,2120_83_1535
102843,2120,2120_83_1700
102843,2120,2120_83_1800
102843,2120,2120_83_1900
102843,2120,2120_83_2000
102844,2212,2212_11_0820
102844,2212,2212_12_1020
102844,2212,2212_13_1325
102844,2212,2212_14_1520
102844,2212,2212_14_1700
102844,2212,2212_14_1800
102844,2212,2212_14_1900
102844,2212,2212_14_2000
102844,2215,2215_10_1540
102844,2215,2215_10_1700
102844,2215,2215_10_1800
102844,2215,2215_10_1900
102844,2215,2215_10_2000
102844,2215,2215_71_0830
102844,2215,2215_72_1030
102844,2215,2215_73_1350
102848,2215,2215_20_1540
102848,2215,2215_20_1700
102848,2215,2215_20_1800
102848,2215,2215_20_1900
102848,2215,2215_20_2000
102848,2215,2215_61_0830
102848,2215,2215_62_1030
102848,2215,2215_63_1350
10285,2520,2520_20_0745
10285,2520,2520_20_0915
10285,2520,2520_20_1030
10285,2520,2520_20_1315
10285,2520,2520_20_1515
102850,2126,2126_03_0810
102850,2126,2126_03_1010
102850,2126,2126_03_1410
102850,2126,2126_03_1700
102850,2126,2126_03_1800
102850,2126,2126_03_1900
102850,2126,2126_03_2000
102871,2128,2128_12_0800
102871,2128,2128_12_1000
102871,2128,2128_12_1330
102871,2128,2128_12_1415
102871,2128,2128_12_1530
102871,2128,2128_12_1700
102871,2128,2128_12_1800
102871,2128,2128_12_1900
102871,2128,2128_12_2000
10290,2501,2501_10_0800
10290,2501,2501_10_0920
10290,2501,2501_10_1050
10290,2501,2501_10_1330
10290,2501,2501_10_1450
10290,2501,2501_10_1600
10290,2501,2501_10_1700
10290,2501,2501_10_1800
10290,2501,2501_10_1900
10290,2501,2501_10_2000
10292,2501,2501_10_0800
10292,2501,2501_10_0920
10292,2501,2501_10_1050
10292,2501,2501_10_1330
10292,2501,2501_10_1450
10292,2501,2501_10_1600
10292,2501,2501_10_1700
10292,2501,2501_10_1800
10292,2501,2501_10_1900
10292,2501,2501_10_2000
10294,2501,2501_10_0800
10294,2501,2501_10_0920
10294,2501,2501_10_1050
10294,2501,2501_10_1330
10294,2501,2501_10_1450
10294,2501,2501_10_1600
10294,2501,2501_10_1700
10294,2501,2501_10_1800
10294,2501,2501_10_1900
10294,2501,2501_10_2000
10297,2501,2501_10_0800
10297,2501,2501_10_0920
10297,2501,2501_10_1050
10297,2501,2501_10_1330
10297,2501,2501_10_1450
10297,2501,2501_10_1600
10297,2501,2501_10_1700
10297,2501,2501_10_1800
10297,2501,2501_10_1900
10297,2501,2501_10_2000
102976,2212,2212_41_0820
102976,2212,2212_42_1020
102976,2212,2212_43_1325
102976,2212,2212_44_1520
102976,2212,2212_44_1700
102976,2212,2212_44_1800
102976,2212,2212_44_1900
102976,2212,2212_44_2000
102986,2125,2125_15_0800
102986,2125,2125_15_1000
102986,2125,2125_15_1345
102986,2125,2125_15_1400
102986,2125,2125_15_1545
102986,2125,2125_15_1700
102986,2125,2125_15_1800
102986,2125,2125_15_1900
102986,2125,2125_15_2000
10299,2501,2501_10_0800
10299,2501,2501_10_0920
10299,2501,2501_10_1050
10299,2501,2501_10_1330
10299,2501,2501_10_1450
10299,2501,2501_10_1600
10299,2501,2501_10_1700
10299,2501,2501_10_1800
10299,2501,2501_10_1900
10299,2501,2501_10_2000
102998,2211,2211_01_0600
102998,2211,2211_02_0900
102998,2211,2211_03_1100
102998,2211,2211_04_1430
102998,2211,2211_04_1700
102998,2211,2211_04_1800
102998,2211,2211_04_1900
102998,2211,2211_04_2000
103,2520,2520_30_0745
103,2520,2520_30_0915
103,2520,2520_30_1030
103,2520,2520_30_1315
103,2520,2520_30_1515
1030,2201,2201_41_0820
1030,2201,2201_42_1015
1030,2201,2201_43_1350
1030,2201,2201_44_1535
1030,2201,2201_44_1700
1030,2201,2201_44_1800
1030,2201,2201_44_1900
1030,2201,2201_44_2000
10300,2201,2201_71_0810
10300,2201,2201_72_1010
10300,2201,2201_73_1310
10300,2201,2201_74_1510
10300,2201,2201_74_1700
10300,2201,2201_74_1800
10300,2201,2201_74_1900
10300,2201,2201_74_2000
10302,2201,2201_02_0600
10302,2201,2201_51_0820
10302,2201,2201_52_1010
10302,2201,2201_53_1235
10302,2201,2201_54_1500
10302,2201,2201_54_1700
10302,2201,2201_54_1800
10302,2201,2201_54_1900
10302,2201,2201_54_2000
10310,2201,2201_51_0820
10310,2201,2201_52_1010
10310,2201,2201_53_1235
10310,2201,2201_54_1500
10310,2201,2201_54_1700
10310,2201,2201_54_1800
10310,2201,2201_54_1900
10310,2201,2201_54_2000
10311,2201,2201_02_0600
10311,2201,2201_51_0820
10311,2201,2201_52_1010
10311,2201,2201_53_1235
10311,2201,2201_54_1500
10311,2201,2201_54_1700
10311,2201,2201_54_1800
10311,2201,2201_54_1900
10311,2201,2201_54_2000
10314,2119,2119_60_0845
10314,2119,2119_60_1400
10314,2119,2119_60_1700
10314,2119,2119_60_1800
10314,2119,2119_60_1900
10314,2119,2119_60_2000
10316,2119,2119_00_0845
10316,2119,2119_00_1400
10316,2119,2119_00_1700
10316,2119,2119_00_1800
10316,2119,2119_00_1900
10316,2119,2119_00_2000
10316,2119,2119_04_1030
10316,2119,2119_04_1700
10316,2119,2119_04_1800
10316,2119,2119_04_1900
10316,2119,2119_04_2000
10316,2119,2119_05_1530
10316,2119,2119_05_1700
10316,2119,2119_05_1800
10316,2119,2119_05_1900
10316,2119,2119_05_2000
10316,2119,2119_93_0630
10317,2119,2119_12_1535
10317,2119,2119_12_1700
10317,2119,2119_12_1800
10317,2119,2119_12_1900
10317,2119,2119_12_2000
10318,2119,2119_00_0845
10318,2119,2119_00_1400
10318,2119,2119_00_1700
10318,2119,2119_00_1800
10318,2119,2119_00_1900
10318,2119,2119_00_2000
10318,2119,2119_04_1030
10318,2119,2119_04_1700
10318,2119,2119_04_1800
10318,2119,2119_04_1900
10318,2119,2119_04_2000
10318,2119,2119_05_1530
10318,2119,2119_05_1700
10318,2119,2119_05_1800
10318,2119,2119_05_1900
10318,2119,2119_05_2000
10318,2119,2119_93_0630
1032,2201,2201_41_0820
1032,2201,2201_42_1015
1032,2201,2201_43_1350
1032,2201,2201_44_1535
1032,2201,2201_44_1700
1032,2201,2201_44_1800
1032,2201,2201_44_1900
1032,2201,2201_44_2000
10320,2119,2119_00_0845
10320,2119,2119_00_1400
10320,2119,2119_00_1700
10320,2119,2119_00_1800
10320,2119,2119_00_1900
10320,2119,2119_00_2000
10320,2119,2119_04_1030
10320,2119,2119_04_1700
10320,2119,2119_04_1800
10320,2119,2119_04_1900
10320,2119,2119_04_2000
10320,2119,2119_05_1530
10320,2119,2119_05_1700
10320,2119,2119_05_1800
10320,2119,2119_05_1900
10320,2119,2119_05_2000
10320,2119,2119_93_0630
10321,2119,2119_12_1535
10321,2119,2119_12_1700
10321,2119,2119_12_1800
10321,2119,2119_12_1900
10321,2119,2119_12_2000
10324,2119,2119_00_0845
10324,2119,2119_00_1400
10324,2119,2119_00_1700
10324,2119,2119_00_1800
10324,2119,2119_00_1900
10324,2119,2119_00_2000
10324,2119,2119_04_1030
10324,2119,2119_04_1700
10324,2119,2119_04_1800
10324,2119,2119_04_1900
10324,2119,2119_04_2000
10324,2119,2119_05_1530
10324,2119,2119_05_1700
10324,2119,2119_05_1800
10324,2119,2119_05_1900
10324,2119,2119_05_2000
10324,2119,2119_93_0630
10332,2119,2119_00_0845
10332,2119,2119_00_1400
10332,2119,2119_00_1700
10332,2119,2119_00_1800
10332,2119,2119_00_1900
10332,2119,2119_00_2000
10332,2119,2119_04_1030
10332,2119,2119_04_1700
10332,2119,2119_04_1800
10332,2119,2119_04_1900
10332,2119,2119_04_2000
10332,2119,2119_05_1530
10332,2119,2119_05_1700
10332,2119,2119_05_1800
10332,2119,2119_05_1900
10332,2119,2119_05_2000
10332,2119,2119_93_0630
10333,2119,2119_00_0845
10333,2119,2119_00_1400
10333,2119,2119_00_1700
10333,2119,2119_00_1800
10333,2119,2119_00_1900
10333,2119,2119_00_2000
10333,2119,2119_04_1030
10333,2119,2119_04_1700
10333,2119,2119_04_1800
10333,2119,2119_04_1900
10333,2119,2119_04_2000
10333,2119,2119_05_1530
10333,2119,2119_05_1700
10333,2119,2119_05_1800
10333,2119,2119_05_1900
10333,2119,2119_05_2000
10333,2119,2119_93_0630
10334,2119,2119_00_0845
10334,2119,2119_00_1400
10334,2119,2119_00_1700
10334,2119,2119_00_1800
10334,2119,2119_00_1900
10334,2119,2119_00_2000
10334,2119,2119_04_1030
10334,2119,2119_04_1700
10334,2119,2119_04_1800
10334,2119,2119_04_1900
10334,2119,2119_04_2000
10334,2119,2119_05_1530
10334,2119,2119_05_1700
10334,2119,2119_05_1800
10334,2119,2119_05_1900
10334,2119,2119_05_2000
10334,2119,2119_93_0630
10336,2119,2119_00_0845
10336,2119,2119_00_1400
10336,2119,2119_00_1700
10336,2119,2119_00_1800
10336,2119,2119_00_1900
10336,2119,2119_00_2000
10336,2119,2119_04_1030
10336,2119,2119_04_1700
10336,2119,2119_04_1800
10336,2119,2119_04_1900
10336,2119,2119_04_2000
10336,2119,2119_05_1530
10336,2119,2119_05_1700
10336,2119,2119_05_1800
10336,2119,2119_05_1900
10336,2119,2119_05_2000
